,ID,Name,Sex,Height,Weight,Team,Year,Sport
784,452,Enver Nazymovych Ablaiev,M,169.0,68.0,Ukraine,2010,Freestyle Skiing
788,455,Denis Mikhaylovich Ablyazin,M,161.0,62.0,Russia,2012,Gymnastics
794,455,Denis Mikhaylovich Ablyazin,M,161.0,62.0,Russia,2016,Gymnastics
799,457,Thorine Christelle Aboa Mbeza,F,182.0,78.0,Cameroon,2016,Volleyball
801,459,Bukola Dammy Abogunloko,F,170.0,53.0,Nigeria,2012,Athletics
809,463,Agnese boltia,F,166.0,60.0,Latvia,2014,Alpine Skiing
813,465,"Matthew ""Matt"" Abood",M,197.0,92.0,Australia,2016,Swimming
820,468,Abdelhalim Muhammad Abou,M,210.0,88.0,Egypt,2016,Volleyball
829,471,Ashraf Abou El-Hassan,M,186.0,86.0,Egypt,2008,Volleyball
830,471,Ashraf Abou El-Hassan,M,186.0,86.0,Egypt,2016,Volleyball
854,488,Ibrahim Mohamedin Aboubaker,M,190.0,65.0,Qatar,2008,Athletics
859,493,Rabah Aboud,M,180.0,64.0,Algeria,2012,Athletics
860,494,Mamdouh Taha Al-Husseini Abouebaid,M,183.0,85.0,Egypt,2016,Handball
861,495,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,188.0,87.0,Egypt,2012,Fencing
863,495,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,188.0,87.0,Egypt,2016,Fencing
871,501,Mohamed Mohamed Mohamed Aboutrika,M,182.0,77.0,Egypt,2012,Football
893,510,Melita Isidora Abraham Schssler,F,170.0,62.0,Chile,2016,Rowing
894,511,Tadesse Abraham,M,178.0,61.0,Switzerland,2016,Athletics
904,514,Ara Abrahamian,M,191.0,84.0,Sweden,2008,Wrestling
906,516,Clyde Abrahams,M,178.0,68.0,South Africa,2008,Hockey
938,532,Iason Abramashvili,M,176.0,82.0,Georgia,2006,Alpine Skiing
940,532,Iason Abramashvili,M,176.0,82.0,Georgia,2010,Alpine Skiing
942,532,Iason Abramashvili,M,176.0,82.0,Georgia,2014,Alpine Skiing
944,533,Yelena Vasilyevna Abramchuk (Kopets-),F,182.0,95.0,Belarus,2016,Athletics
945,534,Oleksandr Volodymyrovych Abramenko,M,180.0,82.0,Ukraine,2006,Freestyle Skiing
946,534,Oleksandr Volodymyrovych Abramenko,M,180.0,82.0,Ukraine,2010,Freestyle Skiing
947,534,Oleksandr Volodymyrovych Abramenko,M,180.0,82.0,Ukraine,2014,Freestyle Skiing
948,535,Yevgeny Sergeyevich Abramenko,M,181.0,80.0,Belarus,2010,Biathlon
952,535,Yevgeny Sergeyevich Abramenko,M,181.0,80.0,Belarus,2014,Biathlon
963,541,Andrey Viktorovich Abramov,M,176.0,70.0,Russia,2008,Archery
972,548,Yekaterina Konstantinovna Abramova,F,167.0,65.0,Russia,2006,Speed Skating
975,548,Yekaterina Konstantinovna Abramova,F,167.0,65.0,Russia,2010,Speed Skating
976,549,Alen Abramovi,M,180.0,72.0,Croatia,2006,Cross Country Skiing
978,550,Dmitry Vladimirovich Abramovich,M,182.0,96.0,Russia-2,2010,Bobsleigh
979,550,Dmitry Vladimirovich Abramovich,M,182.0,96.0,Russia-1,2010,Bobsleigh
980,551,Aliyah Abrams,F,163.0,53.0,Guyana,2016,Athletics
984,554,Benik Abramyan,M,186.0,115.0,Georgia,2016,Athletics
989,556,Arnaldo Lus Isaas Abrantes,M,183.0,72.0,Portugal,2008,Athletics
990,556,Arnaldo Lus Isaas Abrantes,M,183.0,72.0,Portugal,2012,Athletics
994,560,Amir Abrashi,M,172.0,70.0,Switzerland,2012,Football
1003,563,Diogo Ferreira Tribolet de Abreu,M,183.0,73.0,Portugal,2016,Trampolining
1016,568,Morais Santos Abreu,M,188.0,73.0,Angola,2008,Beach Volleyball
1026,574,rika Abril Surez,F,164.0,52.0,Colombia,2012,Athletics
1027,574,rika Abril Surez,F,164.0,52.0,Colombia,2016,Athletics
1028,575,Laura Valentina Abril Restrepo,F,162.0,50.0,Colombia,2012,Cycling
1029,576,"Alejandro ""lex"" Abrines Redondo",M,198.0,93.0,Spain,2016,Basketball
1032,578,Bourhan Abro,M,180.0,70.0,Djibouti,2016,Swimming
1033,579,Anastasiya Aleksandrovna Abrosimova,F,164.0,51.0,Russia,2016,Triathlon
1035,580,Svetlana Olegovna Abrosimova,F,188.0,77.0,Russia,2008,Basketball
1045,583,Julien Absalon,M,180.0,68.0,France,2008,Cycling
1046,583,Julien Absalon,M,180.0,68.0,France,2012,Cycling
1047,583,Julien Absalon,M,180.0,68.0,France,2016,Cycling
1048,584,Ayele Abshero Biza,M,168.0,62.0,Ethiopia,2012,Athletics
1054,589,Najmeh Abtin,F,160.0,57.0,Iran,2008,Archery
1055,590,Mohamed Abu Abdullah,M,173.0,74.0,Bangladesh,2008,Athletics
1059,593,Methkal Marouf Abu Drais,M,168.0,67.0,Jordan,2012,Athletics
1060,593,Methkal Marouf Abu Drais,M,168.0,67.0,Jordan,2016,Athletics
1064,596,Maher Abu Rmilah,M,172.0,72.0,Palestine,2012,Judo
1070,600,Nagmeldin Ali Abubakr,M,172.0,63.0,Sudan,2008,Athletics
1074,604,"Folashade ""Shade"" Abugan",F,150.0,64.0,Nigeria,2008,Athletics
1080,608,Ahmad Abughaush,M,178.0,68.0,Jordan,2016,Taekwondo
1094,611,Mohammed Abukhousa,M,170.0,67.0,Palestine,2016,Athletics
1095,612,Mohammad Abulibdeh,M,183.0,68.0,Jordan,2012,Taekwondo
1096,613,Kariman Abuljadayel,F,180.0,70.0,Saudi Arabia,2016,Athletics
1107,620,Kanat Kalizhanovich Abutalipov,M,168.0,56.0,Kazakhstan,2008,Boxing
1108,620,Kanat Kalizhanovich Abutalipov,M,168.0,56.0,Kazakhstan,2012,Boxing
1111,623,Irina Alekseyevna Abysova,F,175.0,56.0,Russia,2008,Triathlon
1112,623,Irina Alekseyevna Abysova,F,175.0,56.0,Russia,2012,Triathlon
1120,627,Andreea Roxana Acatrinei,F,150.0,40.0,Romania,2008,Gymnastics
1126,629,William Accambray,M,194.0,104.0,France,2012,Handball
1168,650,Javier Carlos Acevedo,M,182.0,68.0,Canada,2016,Swimming
1170,651,Jos Eduardo Acevedo Herrera,M,179.0,65.0,Venezuela,2008,Athletics
1171,652,Nicole Jocelin Acevedo Tangarife,F,166.0,70.0,Colombia,2016,Rugby Sevens
1172,653,Sharon Evelin Acevedo Tangarife,F,170.0,61.0,Colombia,2016,Rugby Sevens
1178,658,Jaouad Achab,M,175.0,64.0,Belgium,2016,Taekwondo
1180,660,Karem Faride Achach Ramrez,F,169.0,60.0,Mexico,2016,Synchronized Swimming
1182,662,Loreto Achaerandio Snchez-Marn,F,164.0,50.0,Spain,2012,Rhythmic Gymnastics
1184,663,Sharath Kamal Achanta,M,186.0,85.0,India,2008,Table Tennis
1185,663,Sharath Kamal Achanta,M,186.0,85.0,India,2016,Table Tennis
1186,664,Kieron Robert Achara,M,208.0,110.0,Great Britain,2012,Basketball
1190,668,Gemma Acheampong,F,163.0,54.0,Ghana,2016,Athletics
1193,671,Ghassan Achi,M,168.0,60.0,Lebanon,2010,Alpine Skiing
1201,675,"Onochie Lawrence ""Larry"" Achike",M,188.0,75.0,Great Britain,2008,Athletics
1206,679,Ioan Valeriu Achiriloaie,M,183.0,87.0,Romania,2014,Alpine Skiing
1211,681,Janet Achola,F,167.0,52.0,Uganda,2012,Athletics
1214,683,Natalie Chioma Achonwa,F,190.0,86.0,Canada,2012,Basketball
1215,683,Natalie Chioma Achonwa,F,190.0,86.0,Canada,2016,Basketball
1218,685,Dallal Merwa Achour,F,176.0,45.0,Algeria,2012,Volleyball
1220,687,Haykel Al-Achouri,M,184.0,84.0,Tunisia,2008,Wrestling
1221,687,Haykel Al-Achouri,M,184.0,84.0,Tunisia,2012,Wrestling
1227,690,Chantal Achterberg,F,172.0,72.0,Netherlands,2012,Rowing
1228,690,Chantal Achterberg,F,172.0,72.0,Netherlands,2016,Rowing
1247,702,Ronny Ackermann,M,184.0,69.0,Germany,2006,Nordic Combined
1266,710,Bryan Josu Acosta Ramos,M,175.0,74.0,Honduras,2016,Football
1275,715,Julio Csar Acosta Gonzlez,M,160.0,62.0,Chile,2016,Weightlifting
1276,716,Lautaro Germn Acosta,M,168.0,72.0,Argentina,2008,Football
1280,719,Luz Mercedes Acosta Valdez,F,164.0,63.0,Mexico,2008,Weightlifting
1281,719,Luz Mercedes Acosta Valdez,F,164.0,63.0,Mexico,2012,Weightlifting
1285,721,Mara Jos Acosta Acosta,F,172.0,69.0,Venezuela,2016,Wrestling
1288,723,Osmay Acosta Duarte,M,188.0,91.0,Cuba,2008,Boxing
1290,725,Roslandy del Valle Acosta Alvarado,F,190.0,62.0,Venezuela,2008,Volleyball
1291,726,Tanya Acosta,F,182.0,70.0,Argentina,2016,Volleyball
1296,729,Robert Acquafresca,M,184.0,70.0,Italy,2008,Football
1308,736,Brigitte Acton (-Smith),F,168.0,63.0,Canada,2006,Alpine Skiing
1311,736,Brigitte Acton (-Smith),F,168.0,63.0,Canada,2010,Alpine Skiing
1315,737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,188.0,66.0,United States,2008,Athletics
1316,737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,188.0,66.0,United States,2012,Athletics
1317,738,Crox Ernesto Acua Rodrguez,M,192.0,89.0,Venezuela,2008,Swimming
1318,738,Crox Ernesto Acua Rodrguez,M,192.0,89.0,Venezuela,2012,Swimming
1322,742,Roberto Acua,M,208.0,109.0,Argentina,2016,Basketball
1323,743,Arslanbek Aylow,M,177.0,75.0,Turkmenistan,2016,Boxing
1329,748,Mariko Adachi,F,162.0,51.0,Japan,2012,Triathlon
1331,750,Seiya Adachi,M,172.0,67.0,Japan,2016,Water Polo
1334,753,Yurie Adachi,F,156.0,51.0,Japan,2014,Ice Hockey
1342,759,Ahmed Adam,M,162.0,60.0,Sudan,2008,Swimming
1343,760,Constantin Adam,M,202.0,105.0,Romania,2016,Rowing
1344,761,Gal Adam,M,190.0,80.0,Mauritius,2008,Swimming
1347,764,Idrissa Adam,M,178.0,79.0,Cameroon,2012,Athletics
1359,769,Leonie Adam,F,162.0,54.0,Germany,2016,Trampolining
1366,772,"Michael B. ""Mike"" Adam",M,175.0,95.0,Canada,2006,Curling
1415,795,Tomasz Adamiec,M,171.0,69.5,Poland,2008,Judo
1416,795,Tomasz Adamiec,M,171.0,69.5,Poland,2012,Judo
1421,799,Nafissatou Moussa Adamou,F,172.0,72.0,Niger,2012,Swimming
1442,804,Antoine Xavier Adams,M,180.0,79.0,Saint Kitts and Nevis,2012,Athletics
1445,804,Antoine Xavier Adams,M,180.0,79.0,Saint Kitts and Nevis,2016,Athletics
1455,811,Natalie Cammile Adams (-Brannan),F,173.0,65.0,United States,2012,Swimming
1456,811,Natalie Cammile Adams (-Brannan),F,173.0,65.0,United States,2016,Swimming
1479,823,Liam Adams,M,178.0,64.0,Australia,2016,Athletics
1481,824,Luke Kendall Adams,M,189.0,70.0,Australia,2008,Athletics
1483,824,Luke Kendall Adams,M,189.0,70.0,Australia,2012,Athletics
1486,826,Lyukman Rasakovich Adams,M,194.0,87.0,Russia,2012,Athletics
1487,827,Mareike Adams,F,174.0,73.0,Germany,2016,Rowing
1494,832,Nicola Virginia Adams,F,164.0,51.0,Great Britain,2012,Boxing
1495,832,Nicola Virginia Adams,F,164.0,51.0,Great Britain,2016,Boxing
1497,834,Paul Adams,M,185.0,98.0,Australia,2016,Shooting
1514,837,Rachael Alexis Adams,F,188.0,81.0,United States,2016,Volleyball
1519,840,"Victoria ""Vicki"" Adams",F,164.0,69.0,Great Britain,2014,Curling
1527,846,Valerie Kasanita Adams-Vili (-Price),F,193.0,120.0,New Zealand,2008,Athletics
1528,846,Valerie Kasanita Adams-Vili (-Price),F,193.0,120.0,New Zealand,2012,Athletics
1529,846,Valerie Kasanita Adams-Vili (-Price),F,193.0,120.0,New Zealand,2016,Athletics
1532,849,Filip Kamil Adamski,M,189.0,87.0,Germany,2008,Rowing
1533,849,Filip Kamil Adamski,M,189.0,87.0,Germany,2012,Rowing
1552,864,Yasemin Adar,F,180.0,75.0,Turkey,2016,Wrestling
1557,867,"Christopher Thomas ""Chris"" Adcock",M,183.0,80.0,Great Britain,2012,Badminton
1558,867,"Christopher Thomas ""Chris"" Adcock",M,183.0,80.0,Great Britain,2016,Badminton
1572,876,Jean Renaud Adde,M,181.0,70.0,France,2008,Equestrianism
1593,888,Jangy McKinley Addy,M,188.0,88.0,Liberia,2008,Athletics
1594,888,Jangy McKinley Addy,M,188.0,88.0,Liberia,2012,Athletics
1614,894,James Adede,M,162.0,92.0,Kenya,2016,Weightlifting
1617,896,Olubayo Adefemi,M,181.0,82.0,Nigeria,2008,Football
1621,900,Oluwakemi 'Kemi' Adekoya,F,166.0,63.0,Bahrain,2016,Athletics
1624,902,Odunayo Folasade Adekuoroye,F,169.0,53.0,Nigeria,2016,Wrestling
1637,908,"Ayodele ""Dele"" Adeleye",M,190.0,80.0,Nigeria,2008,Football
1641,911,Antoine Adelisse,M,178.0,65.0,France,2014,Freestyle Skiing
1642,912,Beatrice Adelizzi,F,175.0,67.0,Italy,2008,Synchronized Swimming
1647,915,Abrar Osman Adem,M,168.0,58.0,Eritrea,2012,Athletics
1648,915,Abrar Osman Adem,M,168.0,58.0,Eritrea,2016,Athletics
1649,916,Biko Adema,M,177.0,85.0,Kenya,2016,Rugby Sevens
1667,924,Aminat Oluwafunmilayo Adeniyi,F,165.0,58.0,Nigeria,2016,Wrestling
1668,925,Adenzia Aparecida Ferreira da Silva,F,187.0,65.0,Brazil,2012,Volleyball
1669,925,Adenzia Aparecida Ferreira da Silva,F,187.0,65.0,Brazil,2016,Volleyball
1673,927,Margaret Adetutu Adeoye,F,162.0,65.0,Great Britain,2012,Athletics
1677,929,Berhane Adere Debala,F,170.0,50.0,Ethiopia,2008,Athletics
1692,939,Kamal Bahadur Adhikari,M,163.0,69.0,Nepal,2008,Weightlifting
1695,942,Moriam Seun Adigun,F,153.0,52.0,Nigeria,2012,Athletics
1696,943,Arman Adikyan,M,168.0,66.0,Armenia,2008,Wrestling
1697,944,Haydy Morsy Adil,F,168.0,58.0,Egypt,2016,Modern Pentathlon
1715,954,Adiyasambuu Tsolmon,F,165.0,65.0,Mongolia,2016,Judo
1720,956,"Richard ""Richy""  Adjei",M,190.0,110.0,Germany-2,2010,Bobsleigh
1724,959,Christian Donfack Adjoufack,M,175.0,80.0,Cameroon,2012,Boxing
1726,961,"Bradley Don ""Brad"" Adkins",M,188.0,80.0,United States,2016,Athletics
1757,976,Jonna Eva-Maj Adlerteg,F,153.0,38.0,Sweden,2012,Gymnastics
1772,980,"Rebecca ""Becky"" Adlington",F,179.0,70.0,Great Britain,2008,Swimming
1774,980,"Rebecca ""Becky"" Adlington",F,179.0,70.0,Great Britain,2012,Swimming
1820,1004,Aurimas Adomaviius,M,204.0,100.0,Lithuania,2016,Rowing
1843,1017,Nathan Ghar-Jun Adrian,M,198.0,100.0,United States,2008,Swimming
1844,1017,Nathan Ghar-Jun Adrian,M,198.0,100.0,United States,2012,Swimming
1847,1017,Nathan Ghar-Jun Adrian,M,198.0,100.0,United States,2016,Swimming
1851,1018,Vera Adrian,F,168.0,57.0,Namibia,2016,Cycling
